image_id,case_type,notes
0032_d0c295ad.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0033_c2c127b0.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0034_67f3d1c7.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0035_45f6b96f.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0036_a2e994a1.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0037_ee0cbb44.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0038_678dd3f0.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0039_ec5797e5.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0040_f9cf16ba.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0041_869bcab6.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0042_f4759de0.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0043_6ad0fc04.jpg,reflection,S02；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；金属区域存在明显局部高亮，同时伴随孔洞干扰；答辩前建议人工复核
0044_cd0109f7.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0045_90f4e80f.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0046_9ed9aee4.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0049_66095c4d.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0051_544a5db1.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0053_54750ce3.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0054_f3c8c27f.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0055_57d9c9b8.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0056_7f108bcc.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0057_1862369c.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0058_464fc769.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0059_bae4e814.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0060_a352f71a.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0061_74dea2c9.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0062_3160ff2e.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0063_4590ef47.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0064_5166624a.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0065_b1c40054.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0066_db1e8927.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0069_882e7f89.jpg,mixed,S03；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；孔洞、支架和大型圆形构件共同出现；答辩前建议人工复核
0070_e7b3edff.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0074_96e0f922.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0079_e9523505.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0081_fd0bbe90.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0083_91fe6464.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0085_f14675e5.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0086_dfcfb0be.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0087_9ed8bde2.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0088_d96af920.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0089_bd34c9b1.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0090_b137a65e.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0091_cf32c8fe.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0092_4d41bdbe.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0094_be6cc120.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0095_58d15908.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0096_24fe2ea8.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0097_bfbc4c6e.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0098_c7fc27a4.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0099_5e15d95a.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0100_66ce15f2.jpg,hole,S04；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅帧，孔洞是主要相似结构干扰；答辩前建议人工复核
0114_dc555972.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0115_cc40bfc8.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0125_6693a08a.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0133_889b74b8.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0134_af36815f.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0135_fa552d5d.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0136_8c1a9a41.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0140_abd74798.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0141_f8fdd93e.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0142_c7b98297.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0143_675ee15d.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0144_88acf6f2.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0147_1120e4d2.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0148_191c9aec.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0150_4171f6b5.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0152_589aa9d3.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0155_59275cd2.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0156_865e04c1.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0157_d7636451.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0161_741ea096.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0163_3c8542f1.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0165_7ef57083.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0166_5813da6e.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0168_722957f9.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0169_a3266287.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0171_c598359d.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0172_4c4b0527.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0173_96f18fd9.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0174_4bb7480b.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0175_b7bd3e92.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0177_4dd85cab.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0179_17328cef.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0180_2c362808.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0181_5d1e1c77.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0183_efc5a87c.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0185_dafe781f.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0186_38b74ba0.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0187_f8e2330d.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0188_4623f19b.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0189_3bb39121.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0190_8bab941e.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0191_77dfd651.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0192_5488fcc0.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0193_490868d8.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0194_f7e0635b.jpg,hole,S05；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；连续竖幅底盘帧，多处圆孔和黑色圆形结构；答辩前建议人工复核
0195_c08f4838.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0196_def76863.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0197_9951c4d3.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0199_ff121906.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0200_88f1c5ff.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0203_372ccab4.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0204_5d62854d.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0210_e6e09987.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0212_b81c086d.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0214_88999ca1.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0216_cbbf77e5.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0217_710c4d0f.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0218_eb3f90d7.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0219_c36d8b52.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0220_4f9532b2.jpg,normal,S06；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓近景较清楚，背景干扰相对较少；答辩前建议人工复核
0222_22e400ab.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0223_2f30af07.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0224_c256cd95.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0225_798855d6.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0226_db8bbbac.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0227_cb9a51e7.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0228_3e6fda5c.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0229_dfa1eea7.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0231_3a54a78c.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
0232_b27ef75e.jpg,circular_plate,S07；AI单人基于无预测框联系表初标；非严格盲法，标注者此前参与过少量模型案例审计；螺栓邻近大型圆形金属构件与孔洞；答辩前建议人工复核
